PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO440788,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$38480.00,10/01/2012,LAKIESHA HARDY,3813 SWANN ROAD #103   ; SUITLAND  ; MD  ; 20746-,SUITLAND  ,MD
PO450040-V2,DEPARTMENT OF GENERAL SERVICES,ELECTRICAL SUPPLIES 37,$200000.00,03/28/2013,ATLANTIC ELECTRIC SUPPLY CORP,3726 10TH STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO453580-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$122917.00,03/28/2013,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO453587-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$122917.00,03/28/2013,HOWARD UNIVERSITY HOSPITAL,"2041 GEORGIA AVENUE, NW SUITE 2078  ; WASHINGTON  ; DC  ; 20060-",WASHINGTON  ,DC
PO451614-V2,OFFICE OF CHIEF FINANCIAL OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$237493.47,03/28/2013,FAIRFAX IMAGING,4921 MEMORIAL HIGHWAY SUITE 114  ; TAMPA  ; FL  ; 33634-,TAMPA  ,FL
PO441121-V2,DEPARTMENT OF TRANSPORTATION,,$20000.00,03/28/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459213,DEPARTMENT OF GENERAL SERVICES,"LOCKS, KEY BLANKS, AND LOCKSMITH TOOLS  (INCLUDING TIME LOCKS) 55",$26368.00,03/28/2013,COLLINS ELEVATOR SERVICE  INC,"800 HAMLIN STREET, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO459205,OFFICE OF CABLE TV,CABLE TELEVISION SERVICES (INCLUDES PAY-PER-VIEW SERVICES) 24,$89136.00,03/28/2013,HUMAN CIRCUIT,9116 GAITHER ROAD   ; GAITHERSBURG  ; MD  ; 20877-,GAITHERSBURG  ,MD
PO449233-V2,DC PUBLIC LIBRARY,"GLASS REPLACEMENT AND REPAIR SERVICES, WINDSHIELD AND WINDOW (AUTO), (INCLUDING WINDOW TINTING SERVICES) 46",$95000.00,03/28/2013,"FLASH GLASS & MIRROR CO.,  INC",606 B RHODE ISLAND AVE. NE.  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO446736-V2,DEPARTMENT OF HUMAN SERVICES,MORTUARY AND FUNERAL (INCLUDING CREMATORY SERVICES) 64,$90450.00,03/28/2013,"CAPITOL MORTUARY, INC.","1425 MARYLAND AVE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO458553-V2,DEPARTMENT OF HEALTH,ANALYTICAL STUDIES AND SURVEYS (CONSULTING) 12,$204390.00,03/28/2013,MACRO INTERNATIONAL INC,11785 BELTSVILLE DRIVE SUITE 300  ; CALVERTON  ; MD  ; 20705-,CALVERTON  ,MD
PO451112-V2,DEPARTMENT OF HEALTH,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$76020.00,03/28/2013,ALL-YOU-NEED TEMPORARY SVCS,1712 I ST NW STE 620  ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO459181,METROPOLITAN POLICE DEPARTMENT,"RESEARCH AND EVALUATION, HUMAN SERVICES (INCLUDING PRODUCTIVITY AUDITS) 77",$18750.00,03/28/2013,BUSINESS PROMOTION CONSULTANTS,5804 MANCHESTER PLACE NW   ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO453584-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$104167.00,03/28/2013,"UNITY HEALTH CARE, INC.",1220 12TH ST SE STE 120   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO459167,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"DATA PROCESSING FURNITURE, METAL AND PLASTIC (FOR STORAGE CABINETS SEE ITEM 87) 17",$5000.00,03/28/2013,CAPITAL SERVICES AND SUPPLIES,2804 DOUGLAS STREET NE   ; WASHINGTON  ; DC  ; 20018-,WASHINGTON  ,DC
PO459173,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MARKETING SERVICES (INCL. DISTRIBUTION, RESEARCH, SALES PROMOTIONS, ETC.) 53",$3500.00,03/28/2013,"INFO SOFT GROUP, INC.","1123N WATER STREET   ; MILWAUKEE,  ; WI  ; 53202-3202","MILWAUKEE,  ",WI
PO459166,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$275453.00,03/28/2013,WASHINGTON DC ECONOMIC PARTNER,1495 F STREET NW.  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO456077,DEPARTMENT OF FORENSICS SCIENCES,"LABORATORY EQUIPMENT AND ACCESSORIES: SPECIALIZED, BIOCHEMISTRY, BIOLOGY, CHEMISTRY, ETC., MAINTENANCE AND REPAIR 63",$5064.00,03/28/2013,"PERKINELMER LAS,INC",710 BRIDGEPORT AVENUE   ; SHELTON  ; CT  ; 06484-,SHELTON  ,CT
PO459210,OFFICE OF PEOPLE'S COUNSEL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$10000.00,03/28/2013,SYNAPSE ENERGY ECONOMICS,485 MASSACHUSETTS AVE. #2   ; CAMBRIDGE  ; MA  ; 02139-,CAMBRIDGE  ,MA
PO459169,METROPOLITAN POLICE DEPARTMENT,"COMPUTER SYSTEMS, PROCESS CONTROL 28",$6214.85,03/28/2013,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO459206,DEPARTMENT OF HUMAN SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$2454735.00,03/28/2013,GRANT ASSOCIATES,60 MADISON AVENUE SUITE 704  ; NEW YORK  ; NY  ; 10010-,NEW YORK  ,NY
PO459279,DEPARTMENT OF CORRECTIONS,EDUCATION AND TRAINING CONSULTING 38,$13000.00,03/29/2013,THE RIDLEY GROUP AND ASSOCIATE,8301 ARDEN LANE  ; FORT WASHINGTON  ; MD  ; 20744,FORT WASHINGTON  ,MD
PO459289,DEPARTMENT OF EMPLOYMENT SERVICES,"DESKS AND TABLES, WOOD 21",$10273.06,03/29/2013,"HOLDER ENTERPRISES, INC.",1949 VERMONT STREET NW   ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO459252,FIRE AND EMERGENCY MEDICAL SERVICES,SOFTWARE MAINTENANCE/SUPPORT 45,$84152.33,03/29/2013,KRONOS INCORPORATED,297 BILLERICA ROAD   ; CHELMSFORD   ; MA  ; 01824-4119,CHELMSFORD   ,MA
PO448944-V3,METROPOLITAN POLICE DEPARTMENT,POLYGRAPH TESTING SERVICES 70,$59985.00,03/29/2013,HAITH & ASSOCIATES LLC,11914 FALLING CREEK DRIVE  ; MANASSAS  ; VA  ; 20112,MANASSAS  ,VA
PO459263,DEPARTMENT OF CORRECTIONS,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$9767.68,03/29/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO459251,DEPARTMENT OF PUBLIC WORKS,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$2995.89,03/29/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO452511,OFFICE OF CHIEF TECHNOLOGY OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$10798.35,03/29/2013,"HMB, INC.","HMB, INC 191 W. NATIONWIDE BLVD, #650  ; COLUMBUS  ; OH  ; 43215",COLUMBUS  ,OH
PO459060,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$1000000.00,03/29/2013,"SAIC, INC.",1710 SAIC DRIVE                                    MAIL STOP 365  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO453671,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$1050000.00,03/29/2013,"SAIC, INC.",1710 SAIC DRIVE                                    MAIL STOP 365  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO458138,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$1000000.00,03/29/2013,"SAIC, INC.",1710 SAIC DRIVE                                    MAIL STOP 365  ; MCLEAN  ; VA  ; 22102,MCLEAN  ,VA
PO459239,SPECIAL EDUCATION TRANSPORTATION,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$15382.36,03/29/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO459242,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$23800.00,03/29/2013,RIZEUP TECHNOLOGY TRAINING,"1130 VARNEY STREET, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO459297,LOTTERY & CHARITABLE GAMES CONTROL BOARD,"MEDIA CLIPPING SERVICES: CLIPPINGS, OUTTAKES, CRITIQUES, SUMMARIES, ETC.(INCL. STATE, LOCAL, OUT-OF-STATE AND INTERNATIONAL) 64",$14995.00,03/29/2013,"VOCUS, INC.",4296 FORBES BLVD.  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO459248,DEPARTMENT OF FORENSICS SCIENCES,"GENERATORS, PORTABLE AND STATIONARY, INCLUDING PARTS AND ACCESSORIES MAINTENANCE AND REPAIR 39",$4765.93,03/29/2013,TONYS AUTO SERV./COMM SERV. OP,1112 FIRST STREET   ; ALEXANDRIA  ; VA  ; 22314-2314,ALEXANDRIA  ,VA
PO459291,DEPARTMENT OF HEALTH CARE FINANCE,HEALTH CARE MANAGEMENT SERVICES (INCLUDING MANAGED CARE SERVICES) 56,$125001.00,03/29/2013,QUALITY PLAN ADMINISTRATORS,"7824 EASTERN AVENUE, NW                            SUITE 100  ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO448900-V2,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$23100.00,03/29/2013,PARALEGAL INST OF WASH DC,5101 WINCONSIN AVE. NW BUSINESS OFFICE  ; WASHINGTON  ; DC  ; 20016-,WASHINGTON  ,DC
PO440815-V2,OFFICE OF THE ATTORNEY GENERAL,COMPUTER HARDWARE CONSULTING 28,$34000.00,03/29/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459262,BOARD OF ELECTIONS,"SPECIALTY PRINTING: DIE CUTTING, LASER, PLASTIC, THERMOGRAPHY, ETC. (FOLDERS, INVITATIONS, TABS, BINDERS, ETC.) 86",$120000.00,03/29/2013,ELECTION SYSTEMS & SOFTWARE IN,11208 JOHN GALT BLVD.  ; OMAHA  ; NE  ; 68137,OMAHA  ,NE
PO449847-V2,DEPARTMENT OF TRANSPORTATION,PERSONNEL/EMPLOYMENT CONSULTING 85,$49118.52,03/29/2013,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO450360-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"TELECOMMUNICATIONS SYSTEMS (TELEPHONE, RADIO, ETC.) - ARCHITECTURAL 84",$126903.08,03/29/2013,LEVEL 3 COMMUNICATIONS LLC,1025 ELDORADO BLVD.   ; BROOMFIELD  ; CO  ; 80021-,BROOMFIELD  ,CO
PO459282,EQUIPMENT LEASE - CAPITAL,"SHORT WHEELBASE, TWO-AND FOUR-WHEEL DRIVE VEHICLE 42",$1609804.00,03/29/2013,LAAKE ENTERPRISES INC,T/A FESCO EMERGENCY SALES                          6401 MACAW COURT  ; ELKRIDGE  ; MD  ; 21075,ELKRIDGE  ,MD
PO459296,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$517636.24,03/29/2013,KCI ASSOCIATES OF DC,122 C STREET NW SUITE 820  ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO451756-V2,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, SIDEWALK AND DRIVEWAY (INCLUDES PEDESTRIAN AND HANDICAP RAMPS) 47",$980000.00,03/29/2013,CAPITOL PAVING OF DC INC,2211 CHANNING STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO459287,DEPARTMENT OF PUBLIC WORKS,"BUILDING CONSTRUCTION, COMMERCIAL AND INSTITUTIONAL 24",$121385.91,03/29/2013,"FORNEY ENTERPRISES, INC.",1818 NEW YORK AVE NE                               STE 201  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO459247,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$15060.22,03/29/2013,WASHINGTON AIR COMPRESSOR,1800 4TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO459237,BOARD OF ELECTIONS,,$5000.00,03/29/2013,OVERHEAD DOOR COMPANY,6841 DISTRIBUTION DRIVE  ; BELTSVILLE  ; MD  ; 20705,BELTSVILLE  ,MD
PO449758-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$137000.00,03/29/2013,REHAB PLUS STAFFING GROUP INC,"DBA:  ALIGNSTAFFING, INC. 7474 GREENWAY CENTER DR., #620  ; GREENBELT  ; MD  ; 20770-",GREENBELT  ,MD
PO459286,METROPOLITAN POLICE DEPARTMENT,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$8782.76,03/29/2013,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO459241,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3000.00,03/29/2013,PRO-TYPISTS INC,"3235 P STREET, N.W.   ; WASHINGTON  ; DC  ; 20007-2885",WASHINGTON  ,DC
PO459306,DEPART OF YOUTH REHABILITATION SERVICES,"MONITORING SERVICES: PAROLEE, PATIENT, CONVICT, ETC. 70",$352000.00,03/29/2013,NATIONAL CORRECTIONS AND REHABILITATION,"2401 CONNECTICUT AVENUE, N.W.                      SUITE 615  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO459285,OFFICE OF THE INSPECTOR GENERAL,"LOCKS, KEY BLANKS, AND LOCKSMITH TOOLS  (INCLUDING TIME LOCKS) 55",$9000.00,03/29/2013,CENTRAL SAFE & LOCK,1107 7TH STREET NW   ; WASHINGTON  ; DC  ; 20008-,WASHINGTON  ,DC
PO458050-V3,DEPARTMENT OF CORRECTIONS,"CONTROLS: LIMIT SWITCHES, RELAYS, THERMOSTATS, GAS VALVES, ETC. 25",$55500.00,03/29/2013,JOHNSON CONTROLS INC,"1101 HAMPTON PARK BLVD BLDG C, SUITE 100  ; CAPITOL HEIGHTS  ; MD  ; 20743-",CAPITOL HEIGHTS  ,MD
PO459295,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$2698000.00,03/29/2013,SKANSKA-FACCHINA JV,295 BENDIX RD STE# 400  ; VIRGINIA BEACH  ; VA  ; 23452,VIRGINIA BEACH  ,VA
PO459243,DEPARTMENT OF HUMAN SERVICES,,$42855.00,03/29/2013,OPEX  CORPORATION,305 COMMERCE DRIVE  ; MOORESTOWN  ; NJ  ; 08057,MOORESTOWN  ,NJ
PO459240,DEPARTMENT OF TRANSPORTATION,TRANSPORTATION CONSULTING 96,$31000.00,03/29/2013,MOBIS TRANSPORTATION ALTERNATI,"BIKESTATION 110 W OCEAN BLVD, #19  ; LONG BEACH   ; CA  ; 90802",LONG BEACH   ,CA
PO459309,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,$37350.00,03/29/2013,"ENFOTECH & CONSULTING, INC.",1368 HOW LANE   ; NORTH BRUNSWICK  ; NJ  ; 08902-,NORTH BRUNSWICK  ,NJ
PO451242-V2,DEPARTMENT OF HEALTH,ANTI-INFECTIVE AGENTS 08,$36559210.75,03/29/2013,DEFENSE LOGISTIC AGENCY,3990 EAST BROAD STREET                             PO BOX 182317 ATT:DFAS0-CO-SAM  ; COLUMBUS  ; OH  ; 43218,COLUMBUS  ,OH
PO458773-V2,OFFICE OF CHIEF FINANCIAL OFFICER,REAL ESTATE/LAND CONSULTING (INCLUDING LAND SURVEY CONSULTING) 89,$59515.48,03/29/2013,NATNL ACDMY OF PUBLIC ADMN FND,"900 7TH STREET, N.W. SUITE 600  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO459258,METROPOLITAN POLICE DEPARTMENT,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$3026.25,03/29/2013,EPROMOS,"120 BROADWAY, 13TH FLOOR SUITE 1360  ; NEW YORK  ; NY  ; 10271",NEW YORK  ,NY
PO459307,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$27100.00,03/29/2013,"SCHOLASTIC, INC.",2931 EAST MCCARTY STREET  ; JEFFERSON CITY  ; MO  ; 65101-4468,JEFFERSON CITY  ,MO
PO459284,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$40500.00,03/29/2013,"SCHOLASTIC, INC.",557 BROADWAY 4TH FLOOR   ; NEW YORK  ; NY  ; 10012-,NEW YORK  ,NY
PO459305,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$14000.00,03/29/2013,"SCHOLASTIC, INC.",557 BROADWAY 4TH FLOOR   ; NEW YORK  ; NY  ; 10012-,NEW YORK  ,NY
PO459310,DEPART OF YOUTH REHABILITATION SERVICES,"UNIFORMS, COTTON 86",$255815.00,03/29/2013,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO459298,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"UNDERGARMENTS AND SLEEPWEAR, MALE 87",$2817.09,03/29/2013,POSITIVE PROMOTIONS,15 GILPIN AVE  ; HAUPPAUGE  ; NY  ; 11788,HAUPPAUGE  ,NY
PO459290,DEPARTMENT OF EMPLOYMENT SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7580.70,03/29/2013,"SUPRETECH, INC.","7600 GEORGIA AVENUE, NW #LL  ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO459254,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE CONSULTING 28,$3600.00,03/29/2013,RE-IMAGINATION LAB,6928 WESTHAMPTON DRIVE  ; ALEXANDRIA  ; VA  ; 22307,ALEXANDRIA  ,VA
PO459324,METROPOLITAN POLICE DEPARTMENT,FORENSIC SERVICES 40,$3980.00,03/30/2013,"THE BODE TECHNOLOGY GROUP, INC.",10430 FURNACE ROAD  SUITE 107  ; LORTON  ; VA  ; 22079-,LORTON  ,VA
PO459336,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5730.00,04/01/2013,AMANDA BASSOW,338 MARYLAND AVE NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO459330,BOARD OF ELECTIONS,INDUSTRIAL COMMERCIAL AND PROFESSIONAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 29,$49032.50,04/01/2013,GLOBAL INDUSTRIAL,11 HARBOR PARK DRIVE   ; PORT WASHINGTON  ; NY  ; 11050-,PORT WASHINGTON  ,NY
PO459371,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$55000.00,04/01/2013,"TOM KAMM ARCHITECTS, PC","3812 VAN NESS STREET, NW  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO459340,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$749622.00,04/01/2013,BOWIE GRIDLEY PERKINS & WILL J,1010 WISCONSIN AVENUE NW SUITE 400  ; WASHINGTON   ; DC  ; 20007,WASHINGTON   ,DC
PO459375,DEPARTMENT OF CORRECTIONS,"CLAMPS: BAR, ""C"", CARRIAGE, HAND, SPRING, ETC.; AND CLAMP FIXTURES 18",$15000.00,04/01/2013,"PROSPECTUS ENTERPRISES, INC.",1875 I STREET NW 5TH FLOOR  ; WASHINGTON  ; DC  ; 20006,WASHINGTON  ,DC
PO448940-V3,METROPOLITAN POLICE DEPARTMENT,POLYGRAPH TESTING SERVICES 70,$56350.00,04/01/2013,RONALD BLOCKER SR.,3213 NOBILITY COURT  ; WALDORF  ; MD  ; 20603,WALDORF  ,MD
PO459334,DEPARTMENT OF HUMAN SERVICES,"HOTEL/MOTEL ACCOMODATIONS (INCL. LODGES, RESORTS, BED/BREAKFAST INNS, ETC.) 30",$99000.00,04/01/2013,T&L HOSPITALITY-DAYS INN GATEW,"2700 NEW YORK AVENUE, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO459368,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$3182.30,04/01/2013,LAKESHORE LEARNING MATERIALS,2695 EAST DOMINGUEZ STREET  ; CARSON  ; CA  ; 90895,CARSON  ,CA
PO456727-V2,DEPARTMENT OF PUBLIC WORKS,"AUTOMOBILE, TRUCK AND BUS PARTS AND EQUIPMENT 09",$330058.28,04/01/2013,"EJ WARD, INC.",8801 TRADEWAY  ; SAN ANTONIO  ; TX  ; 78217,SAN ANTONIO  ,TX
PO459329,METROPOLITAN POLICE DEPARTMENT,OFF-ROAD VEHICLES (TRACKED OR WHEELED) 22,$30200.00,04/01/2013,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO459328,HOMELAND SECURITY GRANTS,"RESCUE EQUIPMENT, SUPPLIES AND ACCESSORIES INCLUDING RESCUE NETS, POWER EXTRACTORS (JAWS OF LIFE), ROPE AND LIFE HARNESSES, ETC. 72",$17835.00,04/01/2013,THE HAMILTON GROUP,4406 GAULT PLACE NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO459359,BOARD OF ELECTIONS,"PUBLICATIONS PRINTED ON NEWSPRINT OR GROUNDWOOD PAPER STOCK (QUAN. OVER 100,000) 74",$10710.00,04/01/2013,THE WASHINGTON POST,"1150 15TH STREET, NW   ; WASHINGTON  ; DC  ; 20071-",WASHINGTON  ,DC
PO459356,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$20000.00,04/01/2013,KADCON CORPORATION,"1053 31ST STREET, NW  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO459333,BOARD OF ELECTIONS,TRANSPORTATION OF GOODS AND OTHER FREIGHT SERVICES 86,$50000.00,04/01/2013,PAXTON VAN LINES,5300 PORT ROYAL ROAD  ; SPRINGFIELD  ; VA  ; 22151,SPRINGFIELD  ,VA
PO459357,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$50000.00,04/01/2013,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO452577-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$17546.04,04/01/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459381,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$27100.80,04/01/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459382,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$25270.40,04/01/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459386,DEPARTMENT OF HUMAN SERVICES,COMPUTER SOFTWARE CONSULTING 29,$80000.00,04/01/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459365,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$95810.00,04/01/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO459342,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$97760.00,04/01/2013,"LOURENCO CONSULTANTS, INC","5171 MACARTHUR BLVD., NW  SUITE 100  ; WASHINGTON  ; DC  ; 20016-",WASHINGTON  ,DC
PO459384,DEPARTMENT OF FORENSICS SCIENCES,FORENSIC SERVICES 40,$4690.50,04/01/2013,ENVIRONMENTAL MGMT. SVCS   IN,"1688 E. GUIDE DR.,  STE. 301  ; ROCKVILLE  ; MD  ; 20850",ROCKVILLE  ,MD
PO459337,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$3300.00,04/01/2013,CENTER FOR APPLIED LINGUISTICS,"4646 40TH STREET, NW  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO459385,DEPART OF YOUTH REHABILITATION SERVICES,"ELEVATOR INSTALLATION, MAINTENANCE AND REPAIR 13",$10000.00,04/01/2013,COLLINS ELEVATOR SERVICE  INC,"800 HAMLIN STREET, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO459380,OFFICE OF CHIEF TECHNOLOGY OFFICER,"NETWORK COMPONENTS: ADAPTER CARDS, BRIDGES, CONNECTORS, EXPANSION MODULES/PORTS, FIREWALL DEVICES, HUBS, LINE DRIVERS, MSAUS, ROUTERS, TRANSCEIVERS, ETC. 64",$61769.15,04/01/2013,"MVS, INC.",1401 14TH STREET NW STE# 200   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
